version,BN,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
7,0,0,z,1,1,"[54, 29, 53, 28, 41, 13, 15, 23, 14, 51, 52, 55, 34, 24, 25]",15,1-3,0.26666666666666666,0,16,3,0.08340611506843419,0.007496288977563381
8,0,1,z,1,1,"[54, 29, 53, 28, 41, 13, 15, 23, 14, 51, 52, 55, 34, 24, 25]",15,1-3,0.26666666666666666,0,16,3,0.10008723260053948,0.012717475183308125
7,0,0,0-c,2,1,"[14, 24, 25, 52]",4,1-2,0.75,0,5,2,0.0854879238287603,0.008592422120273113
8,0,1,0-c,2,1,"[14, 24, 25, 52]",4,1-2,0.75,0,5,2,0.10491910083089646,0.015883738175034523
7,0,0,1-c,2,1,"[6, 8, 34, 45, 50, 56]",6,1-4,0.8333333333333334,1,7,4,0.14196141851414465,0.009726233780384064
8,0,1,1-c,2,1,"[6, 8, 34, 45, 50, 56]",6,1-4,0.8333333333333334,1,7,4,0.17917095646433723,0.016228321939706802
7,0,0,2-c,2,1,"[27, 41, 42]",3,2-1,1.0,1,5,1,0.10863986024660857,0.011799870990216732
8,0,1,2-c,2,1,"[27, 41, 42]",3,2-1,1.0,1,5,1,0.18471214687359352,0.022336451336741447
7,0,0,3-c,2,1,"[8, 50, 61, 64]",4,1-3,1.0,0,5,3,0.08259932583732238,0.009001733735203743
8,0,1,3-c,2,1,"[8, 50, 61, 64]",4,1-3,1.0,0,5,3,0.09892511768315912,0.0153347821906209
7,0,0,4-c,2,1,"[26, 27, 28, 29, 41, 42]",6,1-2,0.5,0,7,2,0.06246411165959325,0.007079774979501963
8,0,1,4-c,2,1,"[26, 27, 28, 29, 41, 42]",6,1-2,0.5,0,7,2,0.07896214515685009,0.014262662269175053
7,0,0,5-c,2,1,"[6, 8, 17, 22, 50]",5,2-4,1.2,0,7,4,0.08674377696513694,0.009700987488031387
8,0,1,5-c,2,1,"[6, 8, 17, 22, 50]",5,2-4,1.2,0,7,4,0.10474156142224544,0.016276497393846512
7,0,0,6-c,2,1,"[31, 36, 37, 40]",4,1-5,1.5,0,5,5,0.08970883510828483,0.008558472618460655
8,0,1,6-c,2,1,"[31, 36, 37, 40]",4,1-5,1.5,0,5,5,0.10698431071646235,0.014796266332268715
7,0,0,7-c,2,1,"[36, 37, 38, 39, 40, 44, 47, 48, 69]",9,1-6,0.7777777777777778,0,10,6,0.15419526480261248,0.010612544603645802
8,0,1,7-c,2,1,"[36, 37, 38, 39, 40, 44, 47, 48, 69]",9,1-6,0.7777777777777778,0,10,6,0.18804311837218515,0.017413876950740814
7,0,0,8-c,2,1,"[47, 49]",2,1-1,1.0,0,3,1,0.0874564966088519,0.011303717270493507
8,0,1,8-c,2,1,"[47, 49]",2,1-1,1.0,0,3,1,0.10198849488075083,0.017163410782814026
