version,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
11,1,20-c,1,3,"[46, 52, 54]",3,1-2,1.0,0,4,2,0.07685062959098536,0.010092346929013729
10,0,21-c,1,3,"[17, 19]",2,1-1,1.0,0,3,1,0.1497944556457613,0.011151961982250214
11,1,21-c,1,3,"[17, 19]",2,1-1,1.0,0,3,1,0.16255633612422746,0.014959868043661118
10,0,22-c,1,3,"[14, 15, 61]",3,1-2,1.0,0,4,2,0.06424771249692303,0.005515203345566988
11,1,22-c,1,3,"[14, 15, 61]",3,1-2,1.0,0,4,2,0.07632764255612835,0.010096545331180096
10,0,23-c,1,3,"[43, 58]",2,1-1,1.0,0,3,1,0.040564073530427854,0.0034477016888558865
11,1,23-c,1,3,"[43, 58]",2,1-1,1.0,0,3,1,0.051746500194328346,0.0084317522123456
10,0,24-c,1,3,"[14, 15, 38, 39, 44, 45, 61]",7,1-3,0.5714285714285714,0,8,3,0.06703106615652153,0.00498853949829936
11,1,24-c,1,3,"[14, 15, 38, 39, 44, 45, 61]",7,1-3,0.5714285714285714,0,8,3,0.08770038129227986,0.01037281472235918
10,0,25-c,1,3,"[2, 36]",2,1-1,1.0,0,3,1,0.06945394455255498,0.009525050409138203
11,1,25-c,1,3,"[2, 36]",2,1-1,1.0,0,3,1,0.0806575929231898,0.014117361977696419
10,0,27-c,1,3,"[14, 15, 26, 41, 42, 44, 45, 49, 60]",9,2-5,0.7777777777777778,0,11,5,0.08251477630754535,0.007150757592171431
11,1,27-c,1,3,"[14, 15, 26, 41, 42, 44, 45, 49, 60]",9,2-5,0.7777777777777778,0,11,5,0.09901593226658661,0.012436754070222378
10,0,28-c,1,3,"[11, 29, 46, 52]",4,1-3,1.0,0,5,3,0.06869419021849177,0.005384478718042374
11,1,28-c,1,3,"[11, 29, 46, 52]",4,1-3,1.0,0,5,3,0.07831937609695651,0.009893544018268585
10,0,29-c,1,3,"[10, 27, 28, 37, 56]",5,1-1,0.4,0,6,1,0.08906972457036016,0.012895006686449051
11,1,29-c,1,3,"[10, 27, 28, 37, 56]",5,1-1,0.4,0,6,1,0.09994167373283458,0.01689169555902481
10,0,30-c,1,3,"[14, 15, 42, 44, 45, 60]",6,1-4,0.8333333333333334,0,7,4,0.0758407938046918,0.005782198626548052
11,1,30-c,1,3,"[14, 15, 42, 44, 45, 60]",6,1-4,0.8333333333333334,0,7,4,0.09016223025564177,0.011337521485984325
10,0,31-c,1,3,"[20, 22]",2,1-1,1.0,0,3,1,0.03221196817322541,0.004527865909039974
11,1,31-c,1,3,"[20, 22]",2,1-1,1.0,0,3,1,0.04678605321359873,0.009617074392735958
10,0,32-c,1,3,"[52, 54]",2,1-2,1.5,0,3,2,0.05672140026978208,0.005329400300979614
11,1,32-c,1,3,"[52, 54]",2,1-2,1.5,0,3,2,0.06886816374476723,0.009830355644226074
10,0,1-c,2,3,"[38, 39, 42, 44]",4,1-2,0.75,0,5,2,0.04633833971620886,0.004310222342610359
11,1,1-c,2,3,"[38, 39, 42, 44]",4,1-2,0.75,0,5,2,0.05904085597739191,0.009161535650491714
10,0,2-c,2,3,"[16, 47]",2,1-1,1.0,0,3,1,0.06413959182693237,0.005378927104175091
11,1,2-c,2,3,"[16, 47]",2,1-1,1.0,0,3,1,0.08725233806678326,0.01024160161614418
10,0,3-c,2,3,"[14, 15, 16, 47]",4,1-3,1.0,0,5,3,0.0604880055796841,0.003997599706053734
11,1,3-c,2,3,"[14, 15, 16, 47]",4,1-3,1.0,0,5,3,0.08604205536041472,0.010224465280771255
10,0,4-c,2,3,"[43, 57]",2,1-1,1.0,0,3,1,0.02355890029708643,0.0026546604931354523
11,1,4-c,2,3,"[43, 57]",2,1-1,1.0,0,3,1,0.03268630133268159,0.007687987294048071
10,0,5-c,2,3,"[30, 32]",2,1-1,1.0,0,3,1,0.20554295038101084,0.013205360621213913
11,1,5-c,2,3,"[30, 32]",2,1-1,1.0,0,3,1,0.2369680845795585,0.01928955316543579
10,0,6-c,2,3,"[2, 3, 4, 51]",4,1-2,0.75,0,5,2,0.09749320676726765,0.00664269644767046
11,1,6-c,2,3,"[2, 3, 4, 51]",4,1-2,0.75,0,5,2,0.12297491786161797,0.01284373551607132
10,0,7-c,2,3,"[17, 18]",2,1-2,1.5,0,3,2,0.07253344269035035,0.005052812863141298
11,1,7-c,2,3,"[17, 18]",2,1-2,1.5,0,3,2,0.08982850676664653,0.010325812734663486
10,0,8-c,2,3,"[33, 34]",2,1-2,1.5,0,3,2,0.04821372120335225,0.004580229986459017
11,1,8-c,2,3,"[33, 34]",2,1-2,1.5,0,3,2,0.0658724166655764,0.009898507967591286
10,0,9-c,2,3,"[38, 44, 45]",3,1-3,1.3333333333333333,0,4,3,0.14172650513184235,0.008145599626004696
11,1,9-c,2,3,"[38, 44, 45]",3,1-3,1.3333333333333333,0,4,3,0.16089279888367905,0.013502338901162148
10,0,10-c,2,3,"[4, 50]",2,1-1,1.0,0,3,1,0.20634258102502986,0.013109687715768814
11,1,10-c,2,3,"[4, 50]",2,1-1,1.0,0,3,1,0.22819488247052666,0.01833084039390087
10,0,11-c,2,3,"[14, 16, 47]",3,1-2,1.0,0,4,2,0.07969384521025823,0.008091239258646965
11,1,11-c,2,3,"[14, 16, 47]",3,1-2,1.0,0,4,2,0.10085643651041225,0.012507487088441849
10,0,12-c,2,3,"[2, 3, 46, 52, 54]",5,1-3,0.8,0,6,3,0.1410702612548317,0.009666956029832363
11,1,12-c,2,3,"[2, 3, 46, 52, 54]",5,1-3,0.8,0,6,3,0.15951004355969242,0.014352033846080303
10,0,13-c,2,3,"[1, 42, 44]",3,1-2,1.0,0,4,2,0.050117828920070114,0.005595500580966473
11,1,13-c,2,3,"[1, 42, 44]",3,1-2,1.0,0,4,2,0.059681915883340035,0.009653078392148018
10,0,14-c,2,3,"[6, 7]",2,1-2,1.5,0,3,2,0.08328183360981056,0.006515979301184416
11,1,14-c,2,3,"[6, 7]",2,1-2,1.5,0,3,2,0.10196736413270359,0.011616559699177742
10,0,15-c,2,3,"[2, 3, 11, 13, 20, 29, 46, 52, 54]",9,1-6,0.7777777777777778,0,10,6,0.16398398427262384,0.009249615482985973
11,1,15-c,2,3,"[2, 3, 11, 13, 20, 29, 46, 52, 54]",9,1-6,0.7777777777777778,0,10,6,0.19142766806414543,0.015528307296335697
10,0,16-c,2,3,"[14, 15, 26, 42, 44, 45]",6,2-5,1.1666666666666667,0,8,5,0.07587164606092582,0.006483894307166338
11,1,16-c,2,3,"[14, 15, 26, 42, 44, 45]",6,2-5,1.1666666666666667,0,8,5,0.09868831187817916,0.012356444261968136
10,0,17-c,2,3,"[26, 30, 38, 41, 42, 44]",6,2-5,1.1666666666666667,0,8,5,0.16648597340350424,0.010275592096149921
11,1,17-c,2,3,"[26, 30, 38, 41, 42, 44]",6,2-5,1.1666666666666667,0,8,5,0.1878970174170481,0.016178347170352936
10,0,18-c,2,3,"[2, 3, 4, 29, 46, 52, 54]",7,1-5,0.8571428571428571,0,8,5,0.16700149061702413,0.009322631172835827
11,1,18-c,2,3,"[2, 3, 4, 29, 46, 52, 54]",7,1-5,0.8571428571428571,0,8,5,0.19228982280907728,0.01517863105982542
10,0,19-c,2,3,"[6, 7, 8, 17, 18, 33]",6,1-5,1.0,0,7,5,0.126758276923813,0.007532124407589436
11,1,19-c,2,3,"[6, 7, 8, 17, 18, 33]",6,1-5,1.0,0,7,5,0.15189579733104352,0.013615190051496029
10,0,20-c,2,3,"[26, 30, 32, 41, 42, 44]",6,2-4,1.0,0,8,4,0.10990211694240032,0.008347121067345142
11,1,20-c,2,3,"[26, 30, 32, 41, 42, 44]",6,2-4,1.0,0,8,4,0.13064602125681946,0.01340719684958458
10,0,21-c,2,3,"[2, 3, 29, 46, 52, 54]",6,1-4,0.8333333333333334,0,7,4,0.12156755397814628,0.007806986570358276
11,1,21-c,2,3,"[2, 3, 29, 46, 52, 54]",6,1-4,0.8333333333333334,0,7,4,0.1448655921229709,0.013267972506582737
10,0,22-c,2,3,"[14, 16, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.1607340208687376,0.00993251334875822
11,1,22-c,2,3,"[14, 16, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.18263506858251785,0.015164968557655811
10,0,23-c,2,3,"[14, 15, 26, 30, 41, 42, 44, 45]",8,2-7,1.125,0,10,7,0.11893084123810943,0.008232024498283863
11,1,23-c,2,3,"[14, 15, 26, 30, 41, 42, 44, 45]",8,2-7,1.125,0,10,7,0.1388287700256749,0.014214280992746353
10,0,24-c,2,3,"[11, 29, 46, 52, 54, 55]",6,1-3,0.6666666666666666,0,7,3,0.06923925275981364,0.0053471727296710014
11,1,24-c,2,3,"[11, 29, 46, 52, 54, 55]",6,1-3,0.6666666666666666,0,7,3,0.08077256646417723,0.010100465267896652
10,0,26-c,2,3,"[1, 26, 30, 41, 42, 44]",6,2-4,1.0,0,8,4,0.11725767480580487,0.008902511559426785
11,1,26-c,2,3,"[1, 26, 30, 41, 42, 44]",6,2-4,1.0,0,8,4,0.13382957367264822,0.013756764121353626
10,0,27-c,2,3,"[14, 15, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.0686471391995663,0.0048933327198028564
11,1,27-c,2,3,"[14, 15, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.09086306576704449,0.011125301942229271
10,0,28-c,2,3,"[2, 3, 4, 11, 12, 29, 46, 52, 54]",9,1-5,0.6666666666666666,0,10,5,0.16747765875284354,0.009306429885327816
11,1,28-c,2,3,"[2, 3, 4, 11, 12, 29, 46, 52, 54]",9,1-5,0.6666666666666666,0,10,5,0.20309275583686576,0.015588775277137756
10,0,0-c,1,4,"[34, 35, 57, 58, 65, 85, 89]",7,1-1,0.2857142857142857,0,8,1,0.08456776794799509,0.010780797339975834
11,1,0-c,1,4,"[34, 35, 57, 58, 65, 85, 89]",7,1-1,0.2857142857142857,0,8,1,0.09540065247952538,0.015295605175197124
10,0,1-c,1,4,"[38, 59, 86]",3,1-0,0.3333333333333333,0,4,0,0.02995132523639309,0.006039817817509174
11,1,1-c,1,4,"[38, 59, 86]",3,1-0,0.3333333333333333,0,4,0,0.038554700803420355,0.009563436731696129
10,0,2-c,1,4,"[36, 38, 59, 86]",4,1-1,0.5,0,5,1,0.034411398137849866,0.004543108865618706
11,1,2-c,1,4,"[36, 38, 59, 86]",4,1-1,0.5,0,5,1,0.04669731749997919,0.010457645170390606
10,0,3-c,1,4,"[36, 38, 39, 40, 51, 52, 59, 68, 79, 80, 84, 86]",12,1-1,0.16666666666666666,0,13,1,0.041295655778516425,0.00479173706844449
11,1,3-c,1,4,"[36, 38, 39, 40, 51, 52, 59, 68, 79, 80, 84, 86]",12,1-1,0.16666666666666666,0,13,1,0.05125170954292483,0.010510120540857315
10,0,4-c,1,4,"[5, 6, 24, 33, 48]",5,1-2,0.6,0,6,2,0.07850374189362395,0.010022416710853577
11,1,4-c,1,4,"[5, 6, 24, 33, 48]",5,1-2,0.6,0,6,2,0.0952607042837292,0.015540470369160175
10,0,5-c,1,4,"[41, 42]",2,1-0,0.5,0,3,0,0.004506446106723737,0.0015908479690551758
11,1,5-c,1,4,"[41, 42]",2,1-0,0.5,0,3,0,0.007456889924307221,0.006202150136232376
10,0,6-c,1,4,"[8, 10, 21, 34, 35, 57, 61, 65, 77, 78]",10,1-3,0.4,0,11,3,0.0901697185800417,0.006545913405716419
11,1,6-c,1,4,"[8, 10, 21, 34, 35, 57, 61, 65, 77, 78]",10,1-3,0.4,0,11,3,0.10499962639644117,0.012160341255366802
10,0,7-c,1,4,"[62, 63]",2,1-1,1.0,0,3,1,0.025201047947651316,0.0041931006126105785
11,1,7-c,1,4,"[62, 63]",2,1-1,1.0,0,3,1,0.030366141654231467,0.008052141405642033
10,0,8-c,1,4,"[79, 80]",2,1-0,0.5,0,3,0,0.028826328476461143,0.007757020182907581
11,1,8-c,1,4,"[79, 80]",2,1-0,0.5,0,3,0,0.036915267842885874,0.013639346696436405
10,0,9-c,1,4,"[28, 91]",2,1-1,1.0,0,3,1,0.3169423601258732,0.018747493624687195
11,1,9-c,1,4,"[28, 91]",2,1-1,1.0,0,3,1,0.35761825127482544,0.02545388787984848
10,0,10-c,1,4,"[2, 3, 13, 36, 38, 39, 40, 59, 67, 68, 70, 86]",12,1-5,0.5,0,13,5,0.08836474698188596,0.006578894332051277
11,1,10-c,1,4,"[2, 3, 13, 36, 38, 39, 40, 59, 67, 68, 70, 86]",12,1-5,0.5,0,13,5,0.10236359901669563,0.011960710398852825
10,0,11-c,1,4,"[14, 15, 62, 63]",4,1-3,1.0,0,5,3,0.06050284377546103,0.004296962637454271
11,1,11-c,1,4,"[14, 15, 62, 63]",4,1-3,1.0,0,5,3,0.07521887188438472,0.009425482712686062
10,0,12-c,1,4,"[9, 66]",2,1-1,1.0,0,3,1,0.08641620167462426,0.013442691415548325
11,1,12-c,1,4,"[9, 66]",2,1-1,1.0,0,3,1,0.09861637608597741,0.018295180052518845
10,0,13-c,1,4,"[51, 52, 68, 79, 80, 84]",6,1-1,0.3333333333333333,0,7,1,0.03018909331318056,0.004466148093342781
11,1,13-c,1,4,"[51, 52, 68, 79, 80, 84]",6,1-1,0.3333333333333333,0,7,1,0.035839927917779964,0.009656297974288464
10,0,14-c,1,4,"[5, 7, 11, 24, 33, 48, 83]",7,1-3,0.5714285714285714,0,8,3,0.10656685535586743,0.0072384243831038475
11,1,14-c,1,4,"[5, 7, 11, 24, 33, 48, 83]",7,1-3,0.5714285714285714,0,8,3,0.12829296905405263,0.013810823671519756
10,0,15-c,1,4,"[5, 7, 12]",3,1-2,1.0,0,4,2,0.13141190651065476,0.01421135663986206
11,1,15-c,1,4,"[5, 7, 12]",3,1-2,1.0,0,4,2,0.15060679629345566,0.019897978752851486
10,0,16-c,1,4,"[8, 9, 49, 50, 61]",5,1-2,0.6,0,6,2,0.06659596427709799,0.005282138008624315
11,1,16-c,1,4,"[8, 9, 49, 50, 61]",5,1-2,0.6,0,6,2,0.07805091005054705,0.010542129166424274
10,0,17-c,1,4,"[36, 38, 39, 40, 59, 68, 86]",7,1-2,0.42857142857142855,0,8,2,0.04706283264457773,0.006356981582939625
11,1,17-c,1,4,"[36, 38, 39, 40, 59, 68, 86]",7,1-2,0.42857142857142855,0,8,2,0.05733584752803094,0.011128246784210205
10,0,18-c,1,4,"[36, 39, 40, 51, 52, 68, 79, 80, 84]",9,1-2,0.3333333333333333,0,10,2,0.0668973358650744,0.005512820556759834
11,1,18-c,1,4,"[36, 39, 40, 51, 52, 68, 79, 80, 84]",9,1-2,0.3333333333333333,0,10,2,0.08527656736894576,0.01176094077527523
10,0,19-c,1,4,"[77, 78]",2,1-0,0.5,0,3,0,0.07529293953531807,0.018741615116596222
11,1,19-c,1,4,"[77, 78]",2,1-0,0.5,0,3,0,0.08444120534693797,0.023423634469509125
10,0,20-c,1,4,"[8, 9, 10, 77, 78]",5,1-3,0.8,0,6,3,0.08721873409937268,0.006622056011110544
11,1,20-c,1,4,"[8, 9, 10, 77, 78]",5,1-3,0.8,0,6,3,0.10558293215815613,0.012441426515579224
10,0,21-c,1,4,"[17, 18, 22, 23, 43, 45, 53, 73, 74, 76, 82, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.227672732906595,0.013203896582126617
11,1,21-c,1,4,"[17, 18, 22, 23, 43, 45, 53, 73, 74, 76, 82, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.24836674343990991,0.018126651644706726
10,0,22-c,1,4,"[14, 15, 16, 46, 47, 62, 64]",7,1-2,0.42857142857142855,0,8,2,0.07821182603507405,0.004715725779533386
11,1,22-c,1,4,"[14, 15, 16, 46, 47, 62, 64]",7,1-2,0.42857142857142855,0,8,2,0.09615358668735911,0.010380459949374199
10,0,24-c,1,4,"[17, 18, 43, 53, 54, 87]",6,2-1,0.5,0,8,1,0.16127721440263718,0.011419400572776794
11,1,24-c,1,4,"[17, 18, 43, 53, 54, 87]",6,2-1,0.5,0,8,1,0.19171944641341088,0.017125029116868973
10,0,25-c,1,4,"[14, 15, 19, 46, 47, 62, 64]",7,1-4,0.7142857142857143,0,8,4,0.09790309765172867,0.005859790835529566
11,1,25-c,1,4,"[14, 15, 19, 46, 47, 62, 64]",7,1-4,0.7142857142857143,0,8,4,0.11395156963410809,0.01125500537455082
10,0,26-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 53, 73, 87, 88]",12,2-4,0.5,0,14,4,0.18118770092646933,0.010818218812346458
11,1,26-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 53, 73, 87, 88]",12,2-4,0.5,0,14,4,0.19783490786764543,0.015291991643607616
10,0,29-c,1,4,"[8, 10, 21, 57, 58, 61, 77, 85, 89]",9,1-5,0.6666666666666666,0,10,5,0.1594256451888923,0.009679052978754044
11,1,29-c,1,4,"[8, 10, 21, 57, 58, 61, 77, 85, 89]",9,1-5,0.6666666666666666,0,10,5,0.18291160351926455,0.01492221187800169
10,0,30-c,1,4,"[19, 20, 21, 27, 28, 57, 58, 85, 89]",9,1-5,0.6666666666666666,0,10,5,0.14733352880561928,0.009176124818623066
11,1,30-c,1,4,"[19, 20, 21, 27, 28, 57, 58, 85, 89]",9,1-5,0.6666666666666666,0,10,5,0.1652792334963341,0.014292893931269646
10,0,31-c,1,4,"[51, 52, 67, 68, 79, 80, 84]",7,1-2,0.42857142857142855,0,8,2,0.037115833222336365,0.004454132169485092
11,1,31-c,1,4,"[51, 52, 67, 68, 79, 80, 84]",7,1-2,0.42857142857142855,0,8,2,0.049931349180432946,0.009878626093268394
10,0,32-c,1,4,"[14, 15, 46, 47, 62, 63]",6,2-3,0.8333333333333334,0,8,3,0.05143621203826724,0.004105316940695047
11,1,32-c,1,4,"[14, 15, 46, 47, 62, 63]",6,2-3,0.8333333333333334,0,8,3,0.05906058310583143,0.009317727759480476
10,0,33-c,1,4,"[5, 7, 11, 24, 33, 60]",6,1-3,0.6666666666666666,0,7,3,0.13040530348675397,0.01011232752352953
11,1,33-c,1,4,"[5, 7, 11, 24, 33, 60]",6,1-3,0.6666666666666666,0,7,3,0.1466261189382179,0.015011890791356564
10,0,34-c,1,4,"[8, 9, 19, 20, 21, 27, 28, 61, 91]",9,1-5,0.6666666666666666,0,10,5,0.15915952829356278,0.009319771081209183
11,1,34-c,1,4,"[8, 9, 19, 20, 21, 27, 28, 61, 91]",9,1-5,0.6666666666666666,0,10,5,0.18064132456513252,0.014611363410949707
10,0,35-c,1,4,"[14, 15, 16, 19, 46, 47]",6,2-3,0.8333333333333334,0,8,3,0.023369408682059976,0.0028176791965961456
11,1,35-c,1,4,"[14, 15, 16, 19, 46, 47]",6,2-3,0.8333333333333334,0,8,3,0.03103149816209684,0.007075057365000248
10,0,36-c,1,4,"[19, 20, 27, 28, 91]",5,1-2,0.6,0,6,2,0.20089521077816774,0.010776721872389317
11,1,36-c,1,4,"[19, 20, 27, 28, 91]",5,1-2,0.6,0,6,2,0.22333708896534066,0.017009174451231956
10,0,37-c,1,4,"[22, 23, 25, 26, 32, 44, 73, 88]",8,1-2,0.375,0,9,2,0.18267943051196106,0.01034996472299099
11,1,37-c,1,4,"[22, 23, 25, 26, 32, 44, 73, 88]",8,1-2,0.375,0,9,2,6.93402200085804,0.24586789309978485
10,0,38-c,1,4,"[14, 15, 19, 20, 27, 28, 46, 47, 62, 90]",10,2-5,0.7,0,12,5,0.07724751257457102,0.005236824508756399
11,1,38-c,1,4,"[14, 15, 19, 20, 27, 28, 46, 47, 62, 90]",10,2-5,0.7,0,12,5,0.0918244594502756,0.011112745851278305
10,0,39-c,1,4,"[2, 3, 13, 56, 67, 70]",6,1-4,0.8333333333333334,0,7,4,0.08769074929921976,0.006188998930156231
11,1,39-c,1,4,"[2, 3, 13, 56, 67, 70]",6,1-4,0.8333333333333334,0,7,4,0.0983551022345308,0.01144859567284584
10,0,40-c,1,4,"[14, 15, 46, 47, 62, 63, 64]",7,1-2,0.42857142857142855,0,8,2,0.07030658701337195,0.004728337284177542
11,1,40-c,1,4,"[14, 15, 46, 47, 62, 63, 64]",7,1-2,0.42857142857142855,0,8,2,0.08866179463603366,0.010716035030782223
10,0,42-c,1,4,"[2, 3, 13, 39, 40, 67, 68]",7,1-5,0.8571428571428571,0,8,5,0.09169995152800169,0.006849144119769335
11,1,42-c,1,4,"[2, 3, 13, 39, 40, 67, 68]",7,1-5,0.8571428571428571,0,8,5,0.10117721890180299,0.011829027906060219
10,0,43-c,1,4,"[41, 42, 58, 85, 89]",5,1-0,0.2,0,6,0,0.020482574877861454,0.005061965435743332
11,1,43-c,1,4,"[41, 42, 58, 85, 89]",5,1-0,0.2,0,6,0,0.025547677489767724,0.009945150464773178
10,0,44-c,1,4,"[25, 26, 32, 44, 73]",5,1-2,0.6,0,6,2,0.05428849325624945,0.006421172060072422
11,1,44-c,1,4,"[25, 26, 32, 44, 73]",5,1-2,0.6,0,6,2,0.06466948989154732,0.01177316252142191
10,0,46-c,1,4,"[5, 7, 11, 24, 33, 48, 60]",7,1-3,0.5714285714285714,0,8,3,0.11427735616674825,0.007484821602702141
11,1,46-c,1,4,"[5, 7, 11, 24, 33, 48, 60]",7,1-3,0.5714285714285714,0,8,3,0.1316080835892942,0.014141302555799484
10,0,47-c,1,4,"[3, 51, 52, 67, 68, 71, 72, 79, 80, 84]",10,1-2,0.3,0,11,2,0.039034225110791194,0.004258150700479746
11,1,47-c,1,4,"[3, 51, 52, 67, 68, 71, 72, 79, 80, 84]",10,1-2,0.3,0,11,2,0.055526769712309375,0.010224193334579468
10,0,48-c,1,4,"[5, 24, 33, 48, 83]",5,1-2,0.6,0,6,2,0.1278716070839202,0.012673107907176018
11,1,48-c,1,4,"[5, 24, 33, 48, 83]",5,1-2,0.6,0,6,2,0.14676788843410785,0.018347153440117836
10,0,49-c,1,4,"[22, 23, 73, 74, 75, 82, 88]",7,1-3,0.5714285714285714,0,8,3,0.20378089362619292,0.011499487794935703
11,1,49-c,1,4,"[22, 23, 73, 74, 75, 82, 88]",7,1-3,0.5714285714285714,0,8,3,0.22919558332474274,0.016629664227366447
10,0,50-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 53, 73, 87, 88]",13,2-3,0.38461538461538464,0,15,3,0.19177547367583134,0.011636786162853241
11,1,50-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 53, 73, 87, 88]",13,2-3,0.38461538461538464,0,15,3,0.20641507172971443,0.016021424904465675
10,0,51-c,1,4,"[17, 18, 22, 23, 25, 32, 43, 45, 53, 73, 87, 88]",12,2-4,0.5,0,14,4,0.1883531094966486,0.011355893686413765
11,1,51-c,1,4,"[17, 18, 22, 23, 25, 32, 43, 45, 53, 73, 87, 88]",12,2-4,0.5,0,14,4,0.2037028977124989,0.01572062261402607
10,0,52-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 45, 53, 73, 87, 88]",14,2-3,0.35714285714285715,0,16,3,1.2197202015827615,0.09687264263629913
11,1,52-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 45, 53, 73, 87, 88]",14,2-3,0.35714285714285715,0,16,3,0.9519920522588314,0.16418765485286713
10,0,53-c,1,4,"[17, 18, 22, 23, 43, 45, 53, 73, 74, 75, 82, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.20824863542087266,0.012275269255042076
11,1,53-c,1,4,"[17, 18, 22, 23, 43, 45, 53, 73, 74, 75, 82, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.22638219577574162,0.017201093956828117
10,0,55-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 53, 73, 88]",12,2-2,0.3333333333333333,0,14,2,0.2936431987462494,0.016379283741116524
11,1,55-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 44, 53, 73, 88]",12,2-2,0.3333333333333333,0,14,2,0.3158146830874045,0.02144649811089039
10,0,56-c,1,4,"[8, 10, 14, 15, 16, 19, 21, 46, 47, 61, 77, 78]",12,2-5,0.5833333333333334,0,14,5,0.05932603065823478,0.004759592469781637
11,1,56-c,1,4,"[8, 10, 14, 15, 16, 19, 21, 46, 47, 61, 77, 78]",12,2-5,0.5833333333333334,0,14,5,0.07694436791014538,0.009699458256363869
10,0,59-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 45, 53, 73, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.1864952355168938,0.010988217778503895
11,1,59-c,1,4,"[17, 18, 22, 23, 25, 26, 32, 43, 45, 53, 73, 87, 88]",13,2-4,0.46153846153846156,0,15,4,0.20368588417645794,0.015947291627526283
10,0,test,1,4,"[39, 68, 84]",3,1-2,1.0,0,4,2,0.06111948192116411,0.006840761285275221
11,1,test,1,4,"[39, 68, 84]",3,1-2,1.0,0,4,2,0.06844978151301584,0.010880469344556332
10,0,0-c,2,4,"[14, 47, 62, 64]",4,2-3,1.25,0,6,3,0.08668328854241082,0.005641823634505272
11,1,0-c,2,4,"[14, 47, 62, 64]",4,2-3,1.25,0,6,3,0.10499824581354576,0.011622761376202106
10,0,1-c,2,4,"[25, 26, 32, 73, 88]",5,1-3,0.8,0,6,3,0.07317110863331193,0.006441859994083643
11,1,1-c,2,4,"[25, 26, 32, 73, 88]",5,1-3,0.8,0,6,3,0.08476124916803894,0.01156889833509922
10,0,2-c,2,4,"[41, 42, 58]",3,1-1,0.6666666666666666,0,4,1,0.14292150347064136,0.010591847822070122
11,1,2-c,2,4,"[41, 42, 58]",3,1-1,0.6666666666666666,0,4,1,0.15537462497608134,0.014893073588609695
10,0,3-c,2,4,"[9, 49, 66]",3,1-1,0.6666666666666666,0,4,1,0.03650286717952762,0.0035866559483110905
11,1,3-c,2,4,"[9, 49, 66]",3,1-1,0.6666666666666666,0,4,1,0.05587602707592412,0.009878752753138542
10,0,4-c,2,4,"[11, 60]",2,1-0,0.5,0,3,0,0.006660889010246724,0.0027679235208779573
11,1,4-c,2,4,"[11, 60]",2,1-0,0.5,0,3,0,0.009889507514720269,0.007485229056328535
10,0,5-c,2,4,"[51, 52, 79]",3,1-1,0.6666666666666666,0,4,1,0.20590165023915696,0.012689040042459965
11,1,5-c,2,4,"[51, 52, 79]",3,1-1,0.6666666666666666,0,4,1,0.22994834430228023,0.018405338749289513
10,0,6-c,2,4,"[74, 76]",2,1-1,1.0,0,3,1,0.18637157120028724,0.011863636784255505
11,1,6-c,2,4,"[74, 76]",2,1-1,1.0,0,3,1,0.2120955824214156,0.017129499465227127
10,0,7-c,2,4,"[36, 38, 59]",3,1-2,1.0,0,4,2,0.07207890768943291,0.005339533556252718
11,1,7-c,2,4,"[36, 38, 59]",3,1-2,1.0,0,4,2,0.09053810298685755,0.01116693951189518
10,0,8-c,2,4,"[17, 18, 43, 53]",4,2-1,0.75,0,6,1,0.4045278740065326,0.019662098959088326
11,1,8-c,2,4,"[17, 18, 43, 53]",4,2-1,0.75,0,6,1,0.4350004766737958,0.024944230914115906
10,0,9-c,2,4,"[51, 52, 68, 84]",4,1-2,0.75,0,5,2,0.08093645283200573,0.00731974421069026
11,1,9-c,2,4,"[51, 52, 68, 84]",4,1-2,0.75,0,5,2,0.0911524469080851,0.012062340043485165
10,0,10-c,2,4,"[5, 7, 24, 33]",4,1-4,1.25,0,5,4,0.13639834994286207,0.011390325613319874
11,1,10-c,2,4,"[5, 7, 24, 33]",4,1-4,1.25,0,5,4,0.15415936482288536,0.01659267023205757
10,0,12-c,2,4,"[25, 26, 44]",3,1-0,0.3333333333333333,0,4,0,0.014107749329894071,0.003655234584584832
