version,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
1,0,11-c,1,2,"[1, 5, 6, 7, 15]",5,1-2,0.6,0,6,2,0.1092771577646371,0.009106260724365711
5,1,11-c,1,2,"[1, 5, 6, 7, 15]",5,1-2,0.6,0,6,2,0.16917836455574123,0.01906113140285015
1,0,12-c,1,2,"[5, 6, 7, 20]",4,1-2,0.75,0,5,2,0.08299489203333783,0.007410980295389891
5,1,12-c,1,2,"[5, 6, 7, 20]",4,1-2,0.75,0,5,2,0.1378271322034887,0.016897235065698624
1,0,13-c,1,2,"[12, 13, 18, 19]",4,1-1,0.5,0,5,1,0.3512706583773943,0.02372262068092823
5,1,13-c,1,2,"[12, 13, 18, 19]",4,1-1,0.5,0,5,1,0.4800337318724814,0.03789880499243736
1,0,15-c,1,2,"[1, 7, 14, 15]",4,1-1,0.5,0,5,1,0.057666213929356856,0.0068090870045125484
5,1,15-c,1,2,"[1, 7, 14, 15]",4,1-1,0.5,0,5,1,1.7749985145795333,0.3726736009120941
1,0,16-c,1,2,"[8, 9, 21]",3,2-1,1.0,0,5,1,0.3135061786036587,0.025510046631097794
5,1,16-c,1,2,"[8, 9, 21]",3,2-1,1.0,0,5,1,0.5243789857168609,0.04363897442817688
1,0,17-c,1,2,"[3, 12, 13, 18, 19]",5,1-2,0.6,0,6,2,0.29306521787899215,0.01875774934887886
5,1,17-c,1,2,"[3, 12, 13, 18, 19]",5,1-2,0.6,0,6,2,0.4071019285975356,0.03116629086434841
1,0,20-c,1,2,"[5, 6, 7, 15, 20]",5,1-2,0.6,0,6,2,0.15713901608758504,0.010931423865258694
5,1,20-c,1,2,"[5, 6, 7, 15, 20]",5,1-2,0.6,0,6,2,0.22480455842544736,0.021140243858098984
1,0,24-c,1,2,"[3, 4, 12, 13, 18, 19]",6,1-1,0.3333333333333333,0,7,1,0.33793255084192225,0.02196555584669113
5,1,24-c,1,2,"[3, 4, 12, 13, 18, 19]",6,1-1,0.3333333333333333,0,7,1,0.4868971761860552,0.036135558038949966
1,0,0-c,2,2,"[6, 20]",2,1-0,0.5,0,3,0,0.007126982521342479,0.002209725556895137
5,1,0-c,2,2,"[6, 20]",2,1-0,0.5,0,3,0,0.019451733074857595,0.009013235569000244
1,0,2-c,2,2,"[3, 12, 13]",3,1-2,1.0,0,4,2,0.14466763166749794,0.011626383289694786
5,1,2-c,2,2,"[3, 12, 13]",3,1-2,1.0,0,4,2,0.21563154236850934,0.02238675393164158
1,0,3-c,2,2,"[5, 6]",2,1-1,1.0,0,3,1,0.0831716519540077,0.007337087765336037
5,1,3-c,2,2,"[5, 6]",2,1-1,1.0,0,3,1,0.12200450356309445,0.01596103236079216
1,0,4-c,2,2,"[5, 6, 7, 15]",4,1-3,1.0,0,5,3,0.17198837998865663,0.011423792690038681
5,1,4-c,2,2,"[5, 6, 7, 15]",4,1-3,1.0,0,5,3,0.26551885129161873,0.02206217683851719
1,0,5-c,2,2,"[3, 12, 13, 17, 18]",5,1-2,0.6,0,6,2,0.14912713443692194,0.011530442163348198
5,1,5-c,2,2,"[3, 12, 13, 17, 18]",5,1-2,0.6,0,6,2,0.26671697351174367,0.024249324575066566
1,0,6-c,2,2,"[3, 13]",2,1-2,1.5,0,3,2,0.10683352836572546,0.00880429893732071
5,1,6-c,2,2,"[3, 13]",2,1-2,1.5,0,3,2,0.1734170947941821,0.0181644968688488
1,0,10-c,2,2,"[5, 6, 7]",3,1-3,1.3333333333333333,0,4,3,0.1053094225309303,0.00795014202594757
5,1,10-c,2,2,"[5, 6, 7]",3,1-3,1.3333333333333333,0,4,3,0.1934773020672798,0.019155161455273628
1,0,11-c,2,2,"[17, 18]",2,1-1,1.0,0,3,1,0.09284291953708025,0.01005464792251587
5,1,11-c,2,2,"[17, 18]",2,1-1,1.0,0,3,1,0.14208464975580384,0.019019840285182
1,0,12-c,2,2,"[8, 9]",2,2-2,2.0,0,4,2,0.44777917730652134,0.025406047701835632
5,1,12-c,2,2,"[8, 9]",2,2-2,2.0,0,4,2,0.6515936545063366,0.040512923151254654
1,0,15-c,2,2,"[12, 18]",2,1-2,1.5,0,3,2,3.6346120326285107,0.18871378898620605
5,1,15-c,2,2,"[12, 18]",2,1-2,1.5,0,3,2,0.40294721563466607,0.030953004956245422
1,0,16-c,2,2,"[7, 15]",2,1-3,2.0,0,3,3,0.13357643808625785,0.009081917814910412
5,1,16-c,2,2,"[7, 15]",2,1-3,2.0,0,3,3,0.1973832531815354,0.018406957387924194
1,0,0-c,1,3,"[27, 28, 37, 43, 56, 57, 58]",7,1-0,0.14285714285714285,0,8,0,0.011669385725023917,0.003106106538325548
5,1,0-c,1,3,"[27, 28, 37, 43, 56, 57, 58]",7,1-0,0.14285714285714285,0,8,0,0.02029956652001995,0.00965145044028759
1,0,1-c,1,3,"[17, 18, 19, 33, 34, 40, 59]",7,1-0,0.14285714285714285,0,8,0,0.01845733118008579,0.004692134913057089
5,1,1-c,1,3,"[17, 18, 19, 33, 34, 40, 59]",7,1-0,0.14285714285714285,0,8,0,0.03082229655125089,0.012154636904597282
1,0,2-c,1,3,"[6, 7, 8, 17, 18, 19, 33, 34, 35, 40, 53, 59]",12,1-0,0.08333333333333333,0,13,0,0.017303858897142362,0.004211087711155415
5,1,2-c,1,3,"[6, 7, 8, 17, 18, 19, 33, 34, 35, 40, 53, 59]",12,1-0,0.08333333333333333,0,13,0,0.030220415021597852,0.01255496870726347
1,0,3-c,1,3,"[20, 21, 22]",3,1-0,0.3333333333333333,0,4,0,0.02630893495205593,0.006201648153364658
5,1,3-c,1,3,"[20, 21, 22]",3,1-0,0.3333333333333333,0,4,0,0.041781711023766446,0.013846932910382748
1,0,4-c,1,3,"[2, 3, 4, 36, 46, 50, 51, 52, 54, 55]",10,1-0,0.1,0,11,0,0.02606472258653239,0.0056290109641849995
5,1,4-c,1,3,"[2, 3, 4, 36, 46, 50, 51, 52, 54, 55]",10,1-0,0.1,0,11,0,0.039677608858177574,0.012950648553669453
1,0,5-c,1,3,"[14, 15, 16, 47, 48, 60, 61]",7,1-0,0.14285714285714285,0,8,0,0.01589750419988918,0.003590949811041355
5,1,5-c,1,3,"[14, 15, 16, 47, 48, 60, 61]",7,1-0,0.14285714285714285,0,8,0,0.028886404220005744,0.010563856922090054
1,0,6-c,1,3,"[23, 24]",2,1-0,0.5,0,3,0,0.002809205579017094,0.0008860498201102018
5,1,6-c,1,3,"[23, 24]",2,1-0,0.5,0,3,0,0.008987648511768748,0.005963598378002644
1,0,7-c,1,3,"[2, 3, 36, 46, 52, 54, 55]",7,1-1,0.2857142857142857,0,8,1,0.09696698111837329,0.009670381434261799
5,1,7-c,1,3,"[2, 3, 36, 46, 52, 54, 55]",7,1-1,0.2857142857142857,0,8,1,0.17108508504350398,0.01841137371957302
1,0,9-c,1,3,"[8, 33, 53]",3,1-2,1.0,0,4,2,0.08889010249340054,0.00673938263207674
5,1,9-c,1,3,"[8, 33, 53]",3,1-2,1.0,0,4,2,0.12107155454198926,0.01293761283159256
1,0,10-c,1,3,"[1, 14, 38, 39, 42, 44, 45]",7,1-2,0.42857142857142855,0,8,2,0.09031230299091428,0.008255637250840664
5,1,10-c,1,3,"[1, 14, 38, 39, 42, 44, 45]",7,1-2,0.42857142857142855,0,8,2,0.11096891490534776,0.01339772716164589
1,0,11-c,1,3,"[27, 37, 43]",3,1-3,1.3333333333333333,0,4,3,0.059709716328688496,0.0043264334090054035
5,1,11-c,1,3,"[27, 37, 43]",3,1-3,1.3333333333333333,0,4,3,0.1249658983065485,0.013826343230903149
1,0,12-c,1,3,"[6, 7, 8]",3,1-3,1.3333333333333333,0,4,3,0.08432517453653514,0.006464283913373947
5,1,12-c,1,3,"[6, 7, 8]",3,1-3,1.3333333333333333,0,4,3,2.786891122214618,0.14862163364887238
1,0,13-c,1,3,"[16, 48]",2,1-1,1.0,0,3,1,0.23468612958007265,0.013687546364963055
5,1,13-c,1,3,"[16, 48]",2,1-1,1.0,0,3,1,0.31753759273668514,0.023137060925364494
1,0,15-c,1,3,"[33, 34, 59]",3,1-1,0.6666666666666666,0,4,1,0.027651607625807085,0.004185831174254417
5,1,15-c,1,3,"[33, 34, 59]",3,1-1,0.6666666666666666,0,4,1,0.04600836510640562,0.010421374812722206
1,0,16-c,1,3,"[7, 35]",2,1-0,0.5,0,3,0,0.04324569495195652,0.0083134351298213
5,1,16-c,1,3,"[7, 35]",2,1-0,0.5,0,3,0,0.07051469530806764,0.017138514667749405
1,0,17-c,1,3,"[14, 15, 16, 60]",4,1-3,1.0,0,5,3,0.17096827806142156,0.009403359144926071
5,1,17-c,1,3,"[14, 15, 16, 60]",4,1-3,1.0,0,5,3,0.26679633690052607,0.0198220144957304
1,0,18-c,1,3,"[5, 6, 8, 17, 18, 33, 40]",7,1-4,0.7142857142857143,0,8,4,0.12431498563527939,0.008176911622285843
5,1,18-c,1,3,"[5, 6, 8, 17, 18, 33, 40]",7,1-4,0.7142857142857143,0,8,4,0.18463710967721833,0.0164085254073143
1,0,19-c,1,3,"[11, 13, 20, 21]",4,1-2,0.75,0,5,2,0.1727658480823857,0.010019468143582344
5,1,19-c,1,3,"[11, 13, 20, 21]",4,1-2,0.75,0,5,2,0.26510890534975984,0.020521406084299088
1,0,20-c,1,3,"[46, 52, 54]",3,1-2,1.0,0,4,2,0.0659681972400025,0.005744435824453831
5,1,20-c,1,3,"[46, 52, 54]",3,1-2,1.0,0,4,2,0.11287794682456818,0.012740925885736942
