version,BN,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
10,0,1,4-c,2,2,"[5, 6, 7, 15]",4,1-3,1.0,0,5,3,0.2822640995474039,0.02399555779993534
8,0,0,5-c,2,2,"[3, 12, 13, 17, 18]",5,1-2,0.6,0,6,2,0.14888438438690307,0.011491886340081692
10,0,1,5-c,2,2,"[3, 12, 13, 17, 18]",5,1-2,0.6,0,6,2,0.2724065085272907,0.025578651577234268
8,0,0,6-c,2,2,"[3, 13]",2,1-2,1.5,0,3,2,0.1049700390027795,0.008636417798697948
10,0,1,6-c,2,2,"[3, 13]",2,1-2,1.5,0,3,2,0.18148389479302784,0.019642680883407593
8,0,0,10-c,2,2,"[5, 6, 7]",3,1-3,1.3333333333333333,0,4,3,0.10255429934755365,0.0076995170675218105
10,0,1,10-c,2,2,"[5, 6, 7]",3,1-3,1.3333333333333333,0,4,3,0.18782719823395644,0.018996363505721092
8,0,0,11-c,2,2,"[17, 18]",2,1-1,1.0,0,3,1,0.09098124487659763,0.01018232386559248
10,0,1,11-c,2,2,"[17, 18]",2,1-1,1.0,0,3,1,0.16098207094553668,0.020718222483992577
8,0,0,12-c,2,2,"[8, 9]",2,2-2,2.0,0,4,2,0.4290544273641912,0.024239083752036095
10,0,1,12-c,2,2,"[8, 9]",2,2-2,2.0,0,4,2,0.6425404637506302,0.04005017876625061
8,0,0,15-c,2,2,"[12, 18]",2,1-2,1.5,0,3,2,0.32367358330621043,0.020578203722834587
10,0,1,15-c,2,2,"[12, 18]",2,1-2,1.5,0,3,2,0.4509473548052871,0.03470144420862198
8,0,0,16-c,2,2,"[7, 15]",2,1-3,2.0,0,3,3,0.13381487985739676,0.009065479040145874
10,0,1,16-c,2,2,"[7, 15]",2,1-3,2.0,0,3,3,0.21976707522350206,0.02041754499077797
8,0,0,1-c,1,3,"[17, 18, 19, 33, 34, 40, 59]",7,1-0,0.14285714285714285,0,8,0,0.01699114919536028,0.004321184940636158
10,0,1,1-c,1,3,"[17, 18, 19, 33, 34, 40, 59]",7,1-0,0.14285714285714285,0,8,0,0.034950992673543374,0.012991050258278847
8,0,0,2-c,1,3,"[6, 7, 8, 17, 18, 19, 33, 34, 35, 40, 53, 59]",12,1-0,0.08333333333333333,0,13,0,0.01589159523417706,0.0038729440420866013
10,0,1,2-c,1,3,"[6, 7, 8, 17, 18, 19, 33, 34, 35, 40, 53, 59]",12,1-0,0.08333333333333333,0,13,0,0.029946631665979707,0.01230244804173708
8,0,0,3-c,1,3,"[20, 21, 22]",3,1-0,0.3333333333333333,0,4,0,0.026334788886418523,0.00619376078248024
10,0,1,3-c,1,3,"[20, 21, 22]",3,1-0,0.3333333333333333,0,4,0,0.04030881170317482,0.01431368663907051
8,0,0,4-c,1,3,"[2, 3, 4, 36, 46, 50, 51, 52, 54, 55]",10,1-0,0.1,0,11,0,3.3499670512123334,0.7247288823127747
8,0,0,6-c,1,3,"[23, 24]",2,1-0,0.5,0,3,0,0.0026434016368345565,0.0008404859690926969
10,0,1,6-c,1,3,"[23, 24]",2,1-0,0.5,0,3,0,0.009257854393972148,0.006829757243394852
8,0,0,7-c,1,3,"[2, 3, 36, 46, 52, 54, 55]",7,1-1,0.2857142857142857,0,8,1,0.0965646447813024,0.009620210155844688
10,0,1,7-c,1,3,"[2, 3, 36, 46, 52, 54, 55]",7,1-1,0.2857142857142857,0,8,1,0.12745372401843857,0.016961725428700447
8,0,0,9-c,1,3,"[8, 33, 53]",3,1-2,1.0,0,4,2,0.08589747758462966,0.006499186158180237
10,0,1,9-c,1,3,"[8, 33, 53]",3,1-2,1.0,0,4,2,0.12003956063173166,0.01375180296599865
8,0,0,10-c,1,3,"[1, 14, 38, 39, 42, 44, 45]",7,1-2,0.42857142857142855,0,8,2,0.0883918349036033,0.008084587752819061
10,0,1,10-c,1,3,"[1, 14, 38, 39, 42, 44, 45]",7,1-2,0.42857142857142855,0,8,2,0.11946097405162046,0.014889873564243317
8,0,0,11-c,1,3,"[27, 37, 43]",3,1-3,1.3333333333333333,0,4,3,0.050173738876090626,0.0037094319704920053
10,0,1,11-c,1,3,"[27, 37, 43]",3,1-3,1.3333333333333333,0,4,3,0.11378372880032149,0.01433531939983368
8,0,0,12-c,1,3,"[6, 7, 8]",3,1-3,1.3333333333333333,0,4,3,0.08115558165791956,0.00626771617680788
10,0,1,12-c,1,3,"[6, 7, 8]",3,1-3,1.3333333333333333,0,4,3,0.16390321619947537,0.016988011077046394
8,0,0,13-c,1,3,"[16, 48]",2,1-1,1.0,0,3,1,0.23276573127767383,0.013675913214683533
10,0,1,13-c,1,3,"[16, 48]",2,1-1,1.0,0,3,1,0.3011896029081119,0.024343471974134445
8,0,0,15-c,1,3,"[33, 34, 59]",3,1-1,0.6666666666666666,0,4,1,0.026032000445719093,0.003961303271353245
10,0,1,15-c,1,3,"[33, 34, 59]",3,1-1,0.6666666666666666,0,4,1,0.048561187679440065,0.01144055463373661
8,0,0,16-c,1,3,"[7, 35]",2,1-0,0.5,0,3,0,0.041072914680258484,0.007877676747739315
10,0,1,16-c,1,3,"[7, 35]",2,1-0,0.5,0,3,0,0.07412253518954202,0.017733385786414146
8,0,0,17-c,1,3,"[14, 15, 16, 60]",4,1-3,1.0,0,5,3,0.16934527329318896,0.009319665841758251
10,0,1,17-c,1,3,"[14, 15, 16, 60]",4,1-3,1.0,0,5,3,0.27149989826972665,0.021284207701683044
8,0,0,20-c,1,3,"[46, 52, 54]",3,1-2,1.0,0,4,2,0.06112652834849187,0.005362899508327246
10,0,1,20-c,1,3,"[46, 52, 54]",3,1-2,1.0,0,4,2,0.11150298867755518,0.013645258732140064
8,0,0,21-c,1,3,"[17, 19]",2,1-1,1.0,0,3,1,0.14869637004542016,0.01118809636682272
10,0,1,21-c,1,3,"[17, 19]",2,1-1,1.0,0,3,1,0.17825210616539058,0.018187837675213814
8,0,0,22-c,1,3,"[14, 15, 61]",3,1-2,1.0,0,4,2,0.06157644738433014,0.005363446660339832
10,0,1,22-c,1,3,"[14, 15, 61]",3,1-2,1.0,0,4,2,0.10172669052789535,0.013671216554939747
8,0,0,23-c,1,3,"[43, 58]",2,1-1,1.0,0,3,1,0.03383653404242971,0.0031609614379704
10,0,1,23-c,1,3,"[43, 58]",2,1-1,1.0,0,3,1,0.09054960868991735,0.013211767189204693
8,0,0,24-c,1,3,"[14, 15, 38, 39, 44, 45, 61]",7,1-3,0.5714285714285714,0,8,3,0.06443511229302125,0.004876941442489624
10,0,1,24-c,1,3,"[14, 15, 38, 39, 44, 45, 61]",7,1-3,0.5714285714285714,0,8,3,0.11841761455192497,0.014694709330797195
8,0,0,25-c,1,3,"[2, 36]",2,1-1,1.0,0,3,1,0.06704367847896062,0.009208569303154945
10,0,1,25-c,1,3,"[2, 36]",2,1-1,1.0,0,3,1,0.10193311183208494,0.017294729128479958
8,0,0,27-c,1,3,"[14, 15, 26, 41, 42, 44, 45, 49, 60]",9,2-5,0.7777777777777778,0,11,5,0.0795594134186851,0.007012165617197752
10,0,1,27-c,1,3,"[14, 15, 26, 41, 42, 44, 45, 49, 60]",9,2-5,0.7777777777777778,0,11,5,0.16089812810269047,0.01764170452952385
8,0,0,28-c,1,3,"[11, 29, 46, 52]",4,1-3,1.0,0,5,3,0.06450200943229281,0.0050783343613147736
10,0,1,28-c,1,3,"[11, 29, 46, 52]",4,1-3,1.0,0,5,3,0.12087940344695455,0.0146650904789567
8,0,0,29-c,1,3,"[10, 27, 28, 37, 56]",5,1-1,0.4,0,6,1,0.08485574167913262,0.012404070235788822
10,0,1,29-c,1,3,"[10, 27, 28, 37, 56]",5,1-1,0.4,0,6,1,0.11517095408825435,0.0197632797062397
8,0,0,31-c,1,3,"[20, 22]",2,1-1,1.0,0,3,1,0.028387982173562105,0.004210224375128746
8,0,0,1-c,2,3,"[38, 39, 42, 44]",4,1-2,0.75,0,5,2,0.044879641744615915,0.0043538641184568405
10,0,1,1-c,2,3,"[38, 39, 42, 44]",4,1-2,0.75,0,5,2,0.08501363991923395,0.01256871223449707
8,0,0,2-c,2,3,"[16, 47]",2,1-1,1.0,0,3,1,0.06806505305522935,0.005683595780283213
10,0,1,2-c,2,3,"[16, 47]",2,1-1,1.0,0,3,1,0.11824746781258921,0.013905533589422703
8,0,0,3-c,2,3,"[14, 15, 16, 47]",4,1-3,1.0,0,5,3,0.06155915237791692,0.004193564411252737
10,0,1,3-c,2,3,"[14, 15, 16, 47]",4,1-3,1.0,0,5,3,0.12807839598611873,0.01468981895595789
8,0,0,4-c,2,3,"[43, 57]",2,1-1,1.0,0,3,1,0.01947286461578857,0.0023926591966301203
10,0,1,4-c,2,3,"[43, 57]",2,1-1,1.0,0,3,1,0.06504360370752002,0.01148141548037529
8,0,0,6-c,2,3,"[2, 3, 4, 51]",4,1-2,0.75,0,5,2,0.0986535264478944,0.006775077432394028
10,0,1,6-c,2,3,"[2, 3, 4, 51]",4,1-2,0.75,0,5,2,0.16238468267982614,0.01712757535278797
8,0,0,7-c,2,3,"[17, 18]",2,1-2,1.5,0,3,2,0.06936217900329303,0.004898847080767155
10,0,1,7-c,2,3,"[17, 18]",2,1-2,1.5,0,3,2,3.5286827999014103,0.18867382407188416
8,0,0,8-c,2,3,"[33, 34]",2,1-2,1.5,0,3,2,0.04650010913014049,0.004527075681835413
10,0,1,8-c,2,3,"[33, 34]",2,1-2,1.5,0,3,2,3.268863974265772,0.1849091649055481
8,0,0,9-c,2,3,"[38, 44, 45]",3,1-3,1.3333333333333333,0,4,3,0.13953895859913973,0.008181755430996418
10,0,1,9-c,2,3,"[38, 44, 45]",3,1-3,1.3333333333333333,0,4,3,0.20357460429170485,0.017990920692682266
8,0,0,10-c,2,3,"[4, 50]",2,1-1,1.0,0,3,1,0.19774954951765586,0.012523152865469456
10,0,1,10-c,2,3,"[4, 50]",2,1-1,1.0,0,3,1,0.2936682462564143,0.02439696714282036
8,0,0,11-c,2,3,"[14, 16, 47]",3,1-2,1.0,0,4,2,0.0814320078584309,0.008329718373715878
10,0,1,11-c,2,3,"[14, 16, 47]",3,1-2,1.0,0,4,2,0.13685205145553755,0.016842560842633247
8,0,0,12-c,2,3,"[2, 3, 46, 52, 54]",5,1-3,0.8,0,6,3,0.13743764315816,0.009508288465440273
10,0,1,12-c,2,3,"[2, 3, 46, 52, 54]",5,1-3,0.8,0,6,3,0.198303121062278,0.01852360926568508
8,0,0,13-c,2,3,"[1, 42, 44]",3,1-2,1.0,0,4,2,0.04866723047792305,0.005558351520448923
10,0,1,13-c,2,3,"[1, 42, 44]",3,1-2,1.0,0,4,2,0.07927552604011898,0.012631605379283428
8,0,0,15-c,2,3,"[2, 3, 11, 13, 20, 29, 46, 52, 54]",9,1-6,0.7777777777777778,0,10,6,0.15933800211658392,0.008996439166367054
10,0,1,15-c,2,3,"[2, 3, 11, 13, 20, 29, 46, 52, 54]",9,1-6,0.7777777777777778,0,10,6,0.3106165501496736,0.02281302399933338
8,0,0,16-c,2,3,"[14, 15, 26, 42, 44, 45]",6,2-5,1.1666666666666667,0,8,5,0.07358776800552419,0.0064208731055259705
10,0,1,16-c,2,3,"[14, 15, 26, 42, 44, 45]",6,2-5,1.1666666666666667,0,8,5,0.16232740932995346,0.01860654726624489
8,0,0,17-c,2,3,"[26, 30, 38, 41, 42, 44]",6,2-5,1.1666666666666667,0,8,5,0.15361629779863814,0.009531127288937569
10,0,1,17-c,2,3,"[26, 30, 38, 41, 42, 44]",6,2-5,1.1666666666666667,0,8,5,0.2635539580130917,0.021332422271370888
8,0,0,20-c,2,3,"[26, 30, 32, 41, 42, 44]",6,2-4,1.0,0,8,4,0.10693366888921131,0.008251111023128033
10,0,1,20-c,2,3,"[26, 30, 32, 41, 42, 44]",6,2-4,1.0,0,8,4,0.19990339044100625,0.018596883863210678
8,0,0,21-c,2,3,"[2, 3, 29, 46, 52, 54]",6,1-4,0.8333333333333334,0,7,4,0.11709613750221294,0.007532221265137196
10,0,1,21-c,2,3,"[2, 3, 29, 46, 52, 54]",6,1-4,0.8333333333333334,0,7,4,0.20561073252919201,0.019012020900845528
8,0,0,22-c,2,3,"[14, 16, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.15325592328140733,0.00956563651561737
10,0,1,22-c,2,3,"[14, 16, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.25513821347977556,0.02138999104499817
8,0,0,23-c,2,3,"[14, 15, 26, 30, 41, 42, 44, 45]",8,2-7,1.125,0,10,7,0.109756239434124,0.0076032234355807304
10,0,1,23-c,2,3,"[14, 15, 26, 30, 41, 42, 44, 45]",8,2-7,1.125,0,10,7,0.24719242104554373,0.021848639473319054
8,0,0,24-c,2,3,"[11, 29, 46, 52, 54, 55]",6,1-3,0.6666666666666666,0,7,3,0.06690704141004598,0.0051991306245327
10,0,1,24-c,2,3,"[11, 29, 46, 52, 54, 55]",6,1-3,0.6666666666666666,0,7,3,0.12990366635878298,0.015082252211868763
8,0,0,26-c,2,3,"[1, 26, 30, 41, 42, 44]",6,2-4,1.0,0,8,4,0.1127543014917343,0.008649962954223156
8,0,0,27-c,2,3,"[14, 15, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.06624572643976163,0.004719053395092487
10,0,1,27-c,2,3,"[14, 15, 38, 39, 44, 45]",6,1-4,0.8333333333333334,0,7,4,0.12273035236007468,0.014912452548742294
8,0,0,28-c,2,3,"[2, 3, 4, 11, 12, 29, 46, 52, 54]",9,1-5,0.6666666666666666,0,10,5,0.1591983572246511,0.008909324184060097
10,0,1,28-c,2,3,"[2, 3, 4, 11, 12, 29, 46, 52, 54]",9,1-5,0.6666666666666666,0,10,5,0.33396282887968143,0.022676534950733185
8,0,0,1-c,1,4,"[38, 59, 86]",3,1-0,0.3333333333333333,0,4,0,0.03132254917905755,0.00633983826264739
10,0,1,1-c,1,4,"[38, 59, 86]",3,1-0,0.3333333333333333,0,4,0,0.05262597665810898,0.014180906116962433
8,0,0,3-c,1,4,"[36, 38, 39, 40, 51, 52, 59, 68, 79, 80, 84, 86]",12,1-1,0.16666666666666666,0,13,1,0.03791371538468446,0.004661728627979755
10,0,1,3-c,1,4,"[36, 38, 39, 40, 51, 52, 59, 68, 79, 80, 84, 86]",12,1-1,0.16666666666666666,0,13,1,0.08215176168832468,0.014542648568749428
8,0,0,6-c,1,4,"[8, 10, 21, 34, 35, 57, 61, 65, 77, 78]",10,1-3,0.4,0,11,3,2.1048430243082783,0.12996862828731537
10,0,1,6-c,1,4,"[8, 10, 21, 34, 35, 57, 61, 65, 77, 78]",10,1-3,0.4,0,11,3,0.1569015999303191,0.015969637781381607
8,0,0,7-c,1,4,"[62, 63]",2,1-1,1.0,0,3,1,0.020746518680905345,0.0036725266836583614
10,0,1,7-c,1,4,"[62, 63]",2,1-1,1.0,0,3,1,0.03554189022345234,0.009629487060010433
8,0,0,9-c,1,4,"[28, 91]",2,1-1,1.0,0,3,1,0.31595515486885273,0.01835661195218563
10,0,1,9-c,1,4,"[28, 91]",2,1-1,1.0,0,3,1,0.3979566995844382,0.030962513759732246
8,0,0,10-c,1,4,"[2, 3, 13, 36, 38, 39, 40, 59, 67, 68, 70, 86]",12,1-5,0.5,0,13,5,0.08455982923101125,0.006322154775261879
