version,BN,Regularizer,cluster key,cluster set,cluster dhn,cluster nodes,cluster size,cluster type,cut ratio,is inverted flux,ML input features,ML output features,mae,best_loss
8,0,0,13-c,1,2,"[12, 13, 18, 19]",4,1-1,0.5,0,5,1,0.35342422049716515,0.023754606023430824
8,0,0,15-c,1,2,"[1, 7, 14, 15]",4,1-1,0.5,0,5,1,0.05454478424371817,0.00646580895408988
8,0,0,16-c,1,2,"[8, 9, 21]",3,2-1,1.0,0,5,1,0.306131943626124,0.02478071302175522
8,0,0,17-c,1,2,"[3, 12, 13, 18, 19]",5,1-2,0.6,0,6,2,0.2808609193981526,0.017879733815789223
8,0,0,20-c,1,2,"[5, 6, 7, 15, 20]",5,1-2,0.6,0,6,2,0.1491808643072216,0.010387398302555084
8,0,0,24-c,1,2,"[3, 4, 12, 13, 18, 19]",6,1-1,0.3333333333333333,0,7,1,0.33434970937648456,0.021699491888284683
8,0,0,0-c,2,2,"[6, 20]",2,1-0,0.5,0,3,0,0.007222755222625582,0.002254202961921692
10,0,1,0-c,2,2,"[6, 20]",2,1-0,0.5,0,3,0,0.018222598941822335,0.009602164849638939
8,0,0,2-c,2,2,"[3, 12, 13]",3,1-2,1.0,0,4,2,0.1396302255374664,0.01127404160797596
10,0,1,2-c,2,2,"[3, 12, 13]",3,1-2,1.0,0,4,2,0.20623218018325476,0.022461889311671257
8,0,0,3-c,2,2,"[5, 6]",2,1-1,1.0,0,3,1,0.08500902863156858,0.007612657733261585
10,0,1,3-c,2,2,"[5, 6]",2,1-1,1.0,0,3,1,0.11709994122867075,0.016699764877557755
8,0,0,4-c,2,2,"[5, 6, 7, 15]",4,1-3,1.0,0,5,3,0.16549516170138617,0.011042333208024502
