,loss,val_loss,lr
0,0.02395891584455967,0.012937738560140133,0.001
1,0.012268989346921444,0.01245291531085968,0.001
2,0.011078503914177418,0.010201426222920418,0.001
3,0.010173946619033813,0.011610846035182476,0.001
4,0.009926537051796913,0.008912712335586548,0.001
5,0.009405243210494518,0.008772039785981178,0.001
6,0.009398892521858215,0.012414699420332909,0.001
7,0.00919229444116354,0.008347081020474434,0.001
8,0.008943761698901653,0.008266562595963478,0.001
9,0.008810077793896198,0.010009597055613995,0.001
10,0.008581938222050667,0.009592408314347267,0.001
11,0.008545203134417534,0.008320444263517857,0.001
12,0.008432772941887379,0.008020912297070026,0.001
13,0.008327015675604343,0.007844149135053158,0.001
14,0.008270138874650002,0.008313707076013088,0.001
15,0.008166300132870674,0.008715888485312462,0.001
16,0.00811093021184206,0.01004024688154459,0.001
17,0.00806471798568964,0.007695512846112251,0.001
18,0.007962118834257126,0.008268715813755989,0.001
19,0.007925659418106079,0.007466441486030817,0.001
20,0.006867482792586088,0.006898513995110989,0.000100000005
21,0.006857235450297594,0.006820963229984045,0.000100000005
22,0.006834852509200573,0.006875710096210241,0.000100000005
23,0.006818691268563271,0.006788607221096754,0.000100000005
24,0.006800585426390171,0.006793324835598469,0.000100000005
25,0.006788821425288916,0.006756074260920286,0.000100000005
26,0.00677138427272439,0.006764315068721771,0.000100000005
27,0.006756081711500883,0.006899645552039146,0.000100000005
28,0.006750068627297878,0.0067154220305383205,0.000100000005
29,0.006735843140631914,0.006706559099256992,0.000100000005
30,0.006723157595843077,0.00665430398657918,0.000100000005
31,0.006713914219290018,0.0067062824964523315,0.000100000005
32,0.006701645907014608,0.0066878655925393105,0.000100000005
33,0.006693219766020775,0.006746575701981783,0.000100000005
34,0.006688405759632587,0.00666298670694232,0.000100000005
35,0.006675641518086195,0.006643813103437424,0.000100000005
36,0.006666272878646851,0.006668588146567345,0.000100000005
37,0.006656188052147627,0.006650624796748161,0.000100000005
38,0.006655012257397175,0.0067125409841537476,0.000100000005
39,0.006638579536229372,0.006597375497221947,0.000100000005
40,0.006526663899421692,0.0065367622300982475,1.0000001e-05
41,0.006526003126055002,0.006536188535392284,1.0000001e-05
42,0.006525162607431412,0.006532888859510422,1.0000001e-05
43,0.006522498093545437,0.006534507963806391,1.0000001e-05
44,0.0065226186998188496,0.0065399291925132275,1.0000001e-05
45,0.006520980969071388,0.006528409663587809,1.0000001e-05
46,0.0065192002803087234,0.006536784581840038,1.0000001e-05
47,0.006517937872558832,0.006539946421980858,1.0000001e-05
48,0.00651629688218236,0.0065361629240214825,1.0000001e-05
49,0.006515675224363804,0.006524426396936178,1.0000001e-05
50,0.006513328291475773,0.006539855618029833,1.0000001e-05
51,0.0065114120952785015,0.006530826911330223,1.0000001e-05
52,0.006510952953249216,0.006518623325973749,1.0000001e-05
53,0.006510061677545309,0.006516952533274889,1.0000001e-05
54,0.00650802394375205,0.006527095567435026,1.0000001e-05
55,0.006507188081741333,0.006537776906043291,1.0000001e-05
56,0.006505931261926889,0.006513750180602074,1.0000001e-05
57,0.006505568046122789,0.006522772368043661,1.0000001e-05
58,0.006503808777779341,0.006522593088448048,1.0000001e-05
59,0.006502560339868069,0.006527641322463751,1.0000001e-05
60,0.006487265694886446,0.006504974327981472,1.0000001e-06
61,0.006485988851636648,0.006504877004772425,1.0000001e-06
62,0.006486144848167896,0.006504978518933058,1.0000001e-06
63,0.006485935766249895,0.0065048797987401485,1.0000001e-06
64,0.0064855762757360935,0.006507947109639645,1.0000001e-06
65,0.00648583984002471,0.006504536606371403,1.0000001e-06
66,0.006485392339527607,0.0065054502338171005,1.0000001e-06
67,0.006485392339527607,0.006504998542368412,1.0000001e-06
68,0.00648529315367341,0.006504686549305916,1.0000001e-06
69,0.006485124118626118,0.006503875367343426,1.0000001e-06
70,0.006484924349933863,0.006503361742943525,1.0000001e-06
71,0.006484994199126959,0.006504762452095747,1.0000001e-06
72,0.006484814919531345,0.006503900047391653,1.0000001e-06
73,0.00648451317101717,0.006503397133201361,1.0000001e-06
74,0.006484602112323046,0.006503112614154816,1.0000001e-06
75,0.006484311539679766,0.006505410186946392,1.0000001e-06
76,0.006484180688858032,0.006504893768578768,1.0000001e-06
77,0.006484110374003649,0.0065054576843976974,1.0000001e-06
78,0.006484034471213818,0.006503412500023842,1.0000001e-06
79,0.0064838784746825695,0.006502232514321804,1.0000001e-06
80,0.006483652628958225,0.006502699572592974,1.0000001e-06
81,0.006483681965619326,0.006506003439426422,1.0000001e-06
82,0.006483764853328466,0.00650172121822834,1.0000001e-06
83,0.006483110599219799,0.006502324715256691,1.0000001e-06
84,0.006482887081801891,0.006502061616629362,1.0000001e-06
85,0.006482997909188271,0.006507361773401499,1.0000001e-06
86,0.006482934579253197,0.006502562668174505,1.0000001e-06
87,0.006482528522610664,0.00650158291682601,1.0000001e-06
88,0.006482753437012434,0.006503301672637463,1.0000001e-06
89,0.0064824363216757774,0.0065017142333090305,1.0000001e-06
90,0.006482590455561876,0.006502461154013872,1.0000001e-06
91,0.006482300348579884,0.006500765215605497,1.0000001e-06
92,0.00648202421143651,0.006504614371806383,1.0000001e-06
93,0.006482143420726061,0.006501487456262112,1.0000001e-06
94,0.006481654476374388,0.006500519812107086,1.0000001e-06
95,0.006482157856225967,0.0065007335506379604,1.0000001e-06
96,0.006481579039245844,0.006501552648842335,1.0000001e-06
97,0.00648148637264967,0.006500468123704195,1.0000001e-06
98,0.006481333635747433,0.006500692572444677,1.0000001e-06
99,0.006481474731117487,0.006500250659883022,1.0000001e-06
